,año,equiponac,jugador,club,pais_club
817,2017,Bolivia,Alejandro Chumacero,The Strongest,Bolivia
818,2017,Bolivia,Leonel Justiniano,Bolivar,Bolivia
819,2017,Bolivia,Cristhian Machado,Wilstermann,Bolivia
820,2017,Bolivia,Rodrigo Vargas,The Strongest,Bolivia
821,2017,Bolivia,Ramiro Vaca,Quebracho,Bolivia
822,2017,Bolivia,José Maria Carrasco,Blooming,Bolivia
823,2017,Bolivia,Jhasmani Campos,Pathum United,Tailandia
824,2017,Bolivia,Jordy Candia,Sport Boys,Bolivia
825,2017,Bolivia,Diego Wayar,The Strongest,Bolivia
826,2017,Bolivia,José Luis Vargas,Blooming,Bolivia
827,2017,Bolivia,Raul Castro,The Strongest,Bolivia
828,2017,Bolivia,Juan Pablo Aponte,Wilstermann,Bolivia
829,2017,Bolivia,Alan Farell,Blooming,Bolivia
830,2017,Bolivia,Fernando Saucedo,Wilstermann,Bolivia
831,2017,Bolivia,Limberg Gutiérrez,Nacional,Uruguay
832,2017,Bolivia,Juan Carlos Arce,Bolivar,Bolivia
833,2017,Bolivia,Pablo Escobar,The Strongest,Bolivia
834,2017,Bolivia,Gilbert Alvarez,Wilstermann,Bolivia
835,2017,Bolivia,Marcelo Moreno,Wuhan Zall,China
836,2017,Bolivia,Mauricio Chajtur,Guabira,Bolivia
837,2017,Bolivia,Eduardo Fierro,Bolivar,Bolivia
838,2017,Bolivia,Luis Ali,Ponte Preta,Brasil
839,2017,Bolivia,Bruno Miranda,Univ. de Chile,Chile
840,2018,Bolivia,Jorge Arauz,Royal Pari,Bolivia
841,2018,Bolivia,Guillermo Viscarra,Ra'anana,Israel
842,2018,Bolivia,Carlos Lampe,Huachipato,Chile
843,2018,Bolivia,Ruben Cordano,Blooming,Bolivia
844,2018,Bolivia,Gabriel Valverde,The Strongest,Bolivia
845,2018,Bolivia,Luis Haquin,Oriente,Bolivia
846,2018,Bolivia,Gustavo Olguin,Oriente,Bolivia
847,2018,Bolivia,Pablo Pedraza,Bolivar,Bolivia
848,2018,Bolivia,Ronny Montero,Wilstermann,Bolivia
849,2018,Bolivia,Ronald Raldés,Bolivar,Bolivia
850,2018,Bolivia,Maximiliano Ortiz,The Strongest,Bolivia
851,2018,Bolivia,Harry Céspedes,Royal Pari,Bolivia
852,2018,Bolivia,Juan Sebastian Reyes,Wilstermann,Bolivia
853,2018,Bolivia,Juan Mercado,Guabira,Bolivia
854,2018,Bolivia,Oscar Ribera,Sport Boys,Bolivia
855,2018,Bolivia,Carlos Anez,Oriente,Bolivia
856,2018,Bolivia,Rodrigo Borda,Universitario,Bolivia
857,2018,Bolivia,Erwin Saavedra,Bolivar,Bolivia
858,2018,Bolivia,Oscar Baldomar,Universitario,Bolivia
859,2018,Bolivia,Diego Bejarano,Bolivar,Bolivia
860,2018,Bolivia,José Manuel Sagredo,Blooming,Bolivia
861,2018,Bolivia,Danny Bejarano,Panetolikos,Grecia
862,2018,Bolivia,Moisés Villarroel,Bolivar,Bolivia
863,2018,Bolivia,Alejandro Chumacero,Puebla,Mexico
864,2018,Bolivia,Leonel Justiniano,Bolivar,Bolivia
865,2018,Bolivia,Rodrigo Vargas,The Strongest,Bolivia
866,2018,Bolivia,Diego Wayar,The Strongest,Bolivia
867,2018,Bolivia,Rodrigo Rodriguez,Oriente,Bolivia
868,2018,Bolivia,Wilfredo Soleto,Destroyers,Bolivia
869,2018,Bolivia,Ramiro Vaca,The Strongest,Bolivia
870,2018,Bolivia,Jhasmani Campos,The Strongest,Bolivia
871,2018,Bolivia,Leandro Maygua,Universitario,Bolivia
872,2018,Bolivia,Jhon Garcia,Huachipato,Chile
873,2018,Bolivia,Franz Gonzales,Sport Boys,Bolivia
874,2018,Bolivia,Raul Castro,The Strongest,Bolivia
875,2018,Bolivia,Miguel Quiroga,Nacional Potosí,Bolivia
876,2018,Bolivia,José Luis Vargas,Blooming,Bolivia
877,2018,Bolivia,Jaime Cornejo,Aurora,Bolivia
878,2018,Bolivia,Jordy Candia,Sport Boys,Bolivia
879,2018,Bolivia,Carlos Melgar,Wilstermann,Bolivia
880,2018,Bolivia,Juan Pablo Aponte,Wilstermann,Bolivia
